plotID,plot,size,structure,species,n,k
56BB,56BB-43-04,4,TB-semai,Mahoni,5,0
56BB,56BB-43-04,4,TB-semai,Kawao,5,0
56BB,56BB-43-04,25,Pancang,Mahoni,2,0
56BB,56BB-43-04,25,Pancang,Tuak kalapa,1,0
56BB,56BB-43-04,25,Pancang,Peuris,2,0
56BB,56BB-43-04,25,Pancang,Canar,1,0
56BB,56BB-43-04,25,Pancang,Ki endog,3,0
56BB,56BB-43-04,25,Pancang,Kasongket,1,0
56BB,56BB-43-04,100,Tiang,Laban,1,37
56BB,56BB-43-04,100,Tiang,Laban,1,38
56BB,56BB-43-04,400,Pohon,Mahoni,1,134
56BB,56BB-43-04,400,Pohon,Laban,1,134
56BB,56BB-43-04,400,Pohon,Ceuri,1,96
56BB,56BB-43-04,400,Pohon,Ki sampang,1,94
56BB,56BB-43-05,4,TB-semai,Bingbin,1,0
56BB,56BB-43-05,4,TB-semai,Papakuan,3,0
56BB,56BB-43-05,4,TB-semai,Mahoni,4,0
56BB,56BB-43-05,4,TB-semai,Mahmal,3,0
56BB,56BB-43-05,4,TB-semai,Ki teja,6,0
56BB,56BB-43-05,4,TB-semai,Ceuri,1,0
56BB,56BB-43-05,4,TB-semai,Ki puak,2,0
56BB,56BB-43-05,25,Pancang,Peuris,3,0
56BB,56BB-43-05,25,Pancang,Ki teja,4,0
56BB,56BB-43-05,25,Pancang,Kawao,2,0
56BB,56BB-43-05,25,Pancang,Ki tulang,3,0
56BB,56BB-43-05,400,Pohon,Ceuri,1,139
56BB,56BB-43-05,400,Pohon,Ki segel,1,190
56BB,56BB-43-05,400,Pohon,Taritih,1,176
56BB,56BB-43-05,400,Pohon,Laban,1,114
56BB,56BB-43-05,400,Pohon,Ki sampang,1,122
56BB,56BB-38-01,4,TB-semai,Hanam,50,0
56BB,56BB-38-01,4,TB-semai,Harendong,3,0
56BB,56BB-38-01,4,TB-semai,Huru,6,0
56BB,56BB-38-01,4,TB-semai,Ki segel,7,0
56BB,56BB-38-01,4,TB-semai,Huni,2,0
56BB,56BB-38-01,4,TB-semai,Ki endog,2,0
56BB,56BB-38-01,4,TB-semai,Salam,5,0
56BB,56BB-38-01,4,TB-semai,Tuak kalapa,1,0
56BB,56BB-38-01,25,Pancang,Ki lalayu,3,0
56BB,56BB-38-01,25,Pancang,Tuak kalapa,3,0
56BB,56BB-38-01,25,Pancang,Laban,1,0
56BB,56BB-38-01,25,Pancang,Ki endog,2,0
56BB,56BB-38-01,25,Pancang,Tepus,4,0
56BB,56BB-38-01,25,Pancang,Peuris,3,0
56BB,56BB-38-01,25,Pancang,Ki segel,2,0
56BB,56BB-38-01,25,Pancang,Songgom,2,0
56BB,56BB-38-01,100,Tiang,Peuris,1,31
56BB,56BB-38-01,100,Tiang,Ki segel,1,31
56BB,56BB-38-01,100,Tiang,Ki segel,1,44
56BB,56BB-38-01,400,Pohon,Ki sampang,1,62
56BB,56BB-38-01,400,Pohon,Ki sampang,1,77
56BB,56BB-38-01,400,Pohon,Cangcaratan,1,89
56BB,56BB-38-01,400,Pohon,Ki sampang,1,90
56BB,56BB-38-01,400,Pohon,Peuris,1,75
56BB,56BB-38-01,400,Pohon,Laban,1,83
56BB,56BB-38-01,400,Pohon,Ki teja,1,83
56BB,56BB-38-01,400,Pohon,Ki sampang,1,128
56BB,56BB-38-02,4,TB-semai,Tapo,28,0
56BB,56BB-38-02,4,TB-semai,Ki barela,1,0
56BB,56BB-38-02,4,TB-semai,Kasongket,3,0
56BB,56BB-38-02,4,TB-semai,Harendong,2,0
56BB,56BB-38-02,4,TB-semai,Ki sampang,3,0
56BB,56BB-38-02,4,TB-semai,Tuak kalapa,6,0
56BB,56BB-38-02,4,TB-semai,Hata,3,0
56BB,56BB-38-02,4,TB-semai,Wareng,1,0
56BB,56BB-38-02,25,Pancang,Ki segel,5,0
56BB,56BB-38-02,25,Pancang,Cangcaratan,4,0
56BB,56BB-38-02,25,Pancang,Laban,2,0
56BB,56BB-38-02,25,Pancang,Salam,6,0
56BB,56BB-38-02,25,Pancang,Tuak kalapa,9,0
56BB,56BB-38-02,25,Pancang,Talingkup,1,0
56BB,56BB-38-02,25,Pancang,Padali,2,0
56BB,56BB-38-02,25,Pancang,Pongporang,1,0
56BB,56BB-38-02,25,Pancang,Leles,4,0
56BB,56BB-38-02,400,Pohon,Mahoni,146,10
56BB,56BB-38-02,400,Pohon,Peuris,97,17
56BB,56BB-38-02,400,Pohon,Lame,130,13
56BB,56BB-38-02,400,Pohon,Peuris,138,17
56BB,56BB-38-02,400,Pohon,Mahoni,148,16
56BB,56BB-38-02,400,Pohon,Peuris,91,14
56BB,56BB-38-03,4,TB-semai,Icot badak,1,0
56BB,56BB-38-03,4,TB-semai,Harashas,2,0
56BB,56BB-38-03,4,TB-semai,Ki pare,2,0
56BB,56BB-38-03,4,TB-semai,Ki serit,3,0
56BB,56BB-38-03,4,TB-semai,Ki sampang,4,0
56BB,56BB-38-03,4,TB-semai,Kuhkuran,6,0
56BB,56BB-38-03,4,TB-semai,Tapo,12,0
56BB,56BB-38-03,4,TB-semai,Harendong,2,0
56BB,56BB-38-03,25,Pancang,Ki pare,4,0
56BB,56BB-38-03,25,Pancang,Mahoni,2,0
56BB,56BB-38-03,25,Pancang,Songgom,5,0
56BB,56BB-38-03,25,Pancang,Tuak kalapa,6,0
56BB,56BB-38-03,25,Pancang,Ki segel,6,0
56BB,56BB-38-03,25,Pancang,Carulang,2,0
56BB,56BB-38-03,25,Pancang,Jaha,3,0
56BB,56BB-38-03,25,Pancang,Hantar,1,0
56BB,56BB-38-03,100,Tiang,Mahoni,1,58
56BB,56BB-38-03,100,Tiang,Mahoni,1,50
56BB,56BB-38-03,100,Tiang,Peuris,1,36
56BB,56BB-38-03,100,Tiang,Peuris,1,44
56BB,56BB-38-03,100,Tiang,Mahoni,1,37
56BB,56BB-38-03,400,Pohon,Mahoni,1,123
56BB,56BB-38-03,400,Pohon,Ki sampang,1,120
56BB,56BB-38-03,400,Pohon,Peuris,1,90
56BB,56BB-38-03,400,Pohon,Peuris,1,62
56BB,56BB-38-03,400,Pohon,Mahoni,1,120
56BB,56BB-38-03,400,Pohon,Lame,1,95
56BB,56BB-38-04,4,TB-semai,Harendong bulu,1,0
56BB,56BB-38-04,4,TB-semai,Mahoni,16,0
56BB,56BB-38-04,4,TB-semai,Tuak kalapa,7,0
56BB,56BB-38-04,4,TB-semai,Jingjing kulit,5,0
56BB,56BB-38-04,4,TB-semai,Binong,1,0
56BB,56BB-38-04,4,TB-semai,Ki segel,6,0
56BB,56BB-38-04,4,TB-semai,Laban,1,0
56BB,56BB-38-04,4,TB-semai,Ki kunti,2,0
56BB,56BB-38-04,25,Pancang,Bingbin,3,0
56BB,56BB-38-04,25,Pancang,Laban,2,0
56BB,56BB-38-04,25,Pancang,Tuak kalapa,6,0
56BB,56BB-38-04,25,Pancang,Ki segel,7,0
56BB,56BB-38-04,25,Pancang,Binong,3,0
56BB,56BB-38-04,25,Pancang,Ki sampang,4,0
56BB,56BB-38-04,25,Pancang,Peuris,7,0
56BB,56BB-38-04,25,Pancang,Canar,4,0
56BB,56BB-38-04,25,Pancang,Kuhkuran,2,0
56BB,56BB-38-04,25,Pancang,Heas,9,0
56BB,56BB-38-04,25,Pancang,Hareumeung,3,0
56BB,56BB-38-04,100,Tiang,Peuris,1,56
56BB,56BB-38-04,100,Tiang,Peuris,1,46
56BB,56BB-38-04,400,Pohon,Laban,1,78
56BB,56BB-38-04,400,Pohon,Cangcaratan,1,71
56BB,56BB-38-04,400,Pohon,Peuris,1,65
56BB,56BB-38-04,400,Pohon,Mahoni,1,87
56BB,56BB-38-04,400,Pohon,Mahoni,1,194
56BB,56BB-38-04,400,Pohon,Mahoni,1,111
56BB,56BB-38-04,400,Pohon,Jengkol,1,75
56BB,56BB-38-04,400,Pohon,Laban,1,63
56BB,56BB-38-04,400,Pohon,Huru,1,76
56BB,56BB-38-05,4,TB-semai,Ki asahan,1,0
56BB,56BB-38-05,4,TB-semai,Mahoni,20,0
56BB,56BB-38-05,4,TB-semai,Tuak kalapa,4,0
56BB,56BB-38-05,4,TB-semai,Ki lalayu,1,0
56BB,56BB-38-05,4,TB-semai,Harendong bulu,3,0
56BB,56BB-38-05,4,TB-semai,Peuris,6,0
56BB,56BB-38-05,4,TB-semai,Ki lalayu,1,0
56BB,56BB-38-05,4,TB-semai,Rukem,1,0
56BB,56BB-38-05,4,TB-semai,Hata,3,0
56BB,56BB-38-05,4,TB-semai,Jingjing kulit,1,0
56BB,56BB-38-05,25,Pancang,Bingbin,1,0
56BB,56BB-38-05,25,Pancang,Heas,3,0
56BB,56BB-38-05,25,Pancang,Tuak kalapa,7,0
56BB,56BB-38-05,25,Pancang,Songgom,3,0
56BB,56BB-38-05,25,Pancang,Laban,1,0
56BB,56BB-38-05,25,Pancang,Ki pare,1,0
56BB,56BB-38-05,25,Pancang,Kacapi,2,0
56BB,56BB-38-05,25,Pancang,Hangasa,2,0
56BB,56BB-38-05,25,Pancang,Sulangkar,2,0
56BB,56BB-38-05,25,Pancang,Mahoni,4,0
56BB,56BB-38-05,25,Pancang,Hanjiat,3,0
56BB,56BB-38-05,25,Pancang,Burung dahu,1,0
56BB,56BB-38-05,100,Tiang,Peuris,1,41
56BB,56BB-38-05,100,Tiang,Mahoni,1,50
56BB,56BB-38-05,400,Pohon,Mahoni,1,111
56BB,56BB-38-05,400,Pohon,Peuris,1,94
56BB,56BB-38-05,400,Pohon,Mahoni,1,80
56BB,56BB-38-05,400,Pohon,Mahoni,1,130
56BB,56BB-38-05,400,Pohon,Mahoni,1,122
56BB,56BB-38-05,400,Pohon,Mahoni,1,137
56BB,56BB-38-05,400,Pohon,Hanjiat,1,172
56BB,56BB-38-05,400,Pohon,Peuris,1,78
56BB,56BB-38-05,400,Pohon,Hanjiat,1,128
56BB,56BB-38-05,400,Pohon,Lame,1,138
56BB,56BB-38-05,400,Pohon,Peuris,1,79
56BB,56BB-38-05,400,Pohon,Hanjiat,1,128
28SW,28SW-40-01,4,TB-semai,Cariang,2,0
28SW,28SW-40-01,4,TB-semai,Harendong bulu,3,0
28SW,28SW-40-01,4,TB-semai,Bingbin,5,0
28SW,28SW-40-01,4,TB-semai,Jirak,7,0
28SW,28SW-40-01,4,TB-semai,Poreket,1,0
28SW,28SW-40-01,4,TB-semai,Ki jahe,3,0
28SW,28SW-40-01,4,TB-semai,Ki teja,4,0
28SW,28SW-40-01,4,TB-semai,Ki segel,1,0
28SW,28SW-40-01,4,TB-semai,Tapo,10,0
28SW,28SW-40-01,4,TB-semai,Ki endog,4,0
28SW,28SW-40-01,4,TB-semai,Ki barela,1,0
28SW,28SW-40-01,25,Pancang,Carulang,2,0
28SW,28SW-40-01,25,Pancang,Jirak,1,0
28SW,28SW-40-01,25,Pancang,Ki tulang,1,0
28SW,28SW-40-01,25,Pancang,Ki teja,6,0
28SW,28SW-40-01,25,Pancang,Kacembang,3,0
28SW,28SW-40-01,25,Pancang,Ki beureum,1,0
28SW,28SW-40-01,25,Pancang,Cangcaratan,2,0
28SW,28SW-40-01,25,Pancang,Teureup,1,0
28SW,28SW-40-01,25,Pancang,Ceuri,3,0
28SW,28SW-40-01,25,Pancang,Ki asahan,4,0
28SW,28SW-40-01,25,Pancang,Padali,1,0
28SW,28SW-40-01,25,Pancang,Ki sampang,4,0
28SW,28SW-40-01,25,Pancang,Katulampa,2,0
28SW,28SW-40-01,100,Tiang,Laban,1,40
28SW,28SW-40-01,100,Tiang,Ki kacang,1,30
28SW,28SW-40-01,100,Tiang,Gompong,1,30
28SW,28SW-40-01,100,Tiang,Jirak,1,39
28SW,28SW-40-01,100,Tiang,Jirak,1,50
28SW,28SW-40-01,100,Tiang,Jengkol,1,59
28SW,28SW-40-01,100,Tiang,Ki mokla,1,50
28SW,28SW-40-01,100,Tiang,Jirak,1,53
28SW,28SW-40-01,100,Tiang,Jirak,1,47
28SW,28SW-40-01,100,Tiang,Cangkudu,1,34
28SW,28SW-40-01,400,Pohon,Lame,1,88
28SW,28SW-40-01,400,Pohon,Ki beureum,1,61
28SW,28SW-40-01,400,Pohon,Ki beureum,1,69
28SW,28SW-40-01,400,Pohon,Ki teja,1,103
28SW,28SW-40-01,400,Pohon,Jengkol,1,87
28SW,28SW-40-01,400,Pohon,Ki mokla,1,61
28SW,28SW-40-01,400,Pohon,Ki mokla,1,64
28SW,28SW-40-01,400,Pohon,Lame,1,92
28SW,28SW-40-01,400,Pohon,Lame,1,86
28SW,28SW-40-01,400,Pohon,Jengkol,1,64
28SW,28SW-40-02,4,TB-semai,Bingbin,12,0
28SW,28SW-40-02,4,TB-semai,Carulang,10,0
28SW,28SW-40-02,4,TB-semai,Ki barela,4,0
28SW,28SW-40-02,4,TB-semai,Cangkuang,1,0
28SW,28SW-40-02,4,TB-semai,Dadap,3,0
28SW,28SW-40-02,4,TB-semai,Canar,3,0
28SW,28SW-40-02,4,TB-semai,Ki sampang,4,0
28SW,28SW-40-02,4,TB-semai,Jampang beureum,1,0
28SW,28SW-40-02,4,TB-semai,Jirak,6,0
28SW,28SW-40-02,4,TB-semai,Ki beureum,5,0
28SW,28SW-40-02,4,TB-semai,Cariang,5,0
28SW,28SW-40-02,25,Pancang,Buluh,1,0
28SW,28SW-40-02,25,Pancang,Gompong,1,0
28SW,28SW-40-02,25,Pancang,Ki beureum,3,0
28SW,28SW-40-02,25,Pancang,Bingbin,9,0
28SW,28SW-40-02,25,Pancang,Peuris,5,0
28SW,28SW-40-02,25,Pancang,Tuak kalapa,6,0
28SW,28SW-40-02,25,Pancang,Ki pare,2,0
28SW,28SW-40-02,25,Pancang,Sulangkar,7,0
28SW,28SW-40-02,25,Pancang,Oar,3,0
28SW,28SW-40-02,25,Pancang,Carulang,5,0
28SW,28SW-40-02,25,Pancang,Leles,2,0
28SW,28SW-40-02,25,Pancang,Jingjing kulit,1,0
28SW,28SW-40-02,100,Tiang,Jirak,1,36
28SW,28SW-40-02,100,Tiang,Padali,1,32
28SW,28SW-40-02,100,Tiang,Padali,1,34
28SW,28SW-40-02,100,Tiang,Cangkudu,1,36
28SW,28SW-40-02,100,Tiang,Ki teja,1,32
28SW,28SW-40-02,100,Tiang,Padali,1,38
28SW,28SW-40-02,100,Tiang,Cangkudu,1,50
28SW,28SW-40-02,400,Pohon,Taritih,1,164
28SW,28SW-40-02,400,Pohon,Ki sampang,1,129
28SW,28SW-40-02,400,Pohon,Cangkudu,1,71
28SW,28SW-40-02,400,Pohon,Lame,1,81
28SW,28SW-40-02,400,Pohon,Ki sampang,1,73
28SW,28SW-40-02,400,Pohon,Kacapi,1,119
28SW,28SW-40-02,400,Pohon,Cangcaratan,1,94
28SW,28SW-40-03,4,TB-semai,Ki barela,2,0
28SW,28SW-40-03,4,TB-semai,Kawao,3,0
28SW,28SW-40-03,4,TB-semai,Carulang,5,0
28SW,28SW-40-03,4,TB-semai,Jingjing kulit,1,0
28SW,28SW-40-03,4,TB-semai,Bingbin,6,0
28SW,28SW-40-03,4,TB-semai,Canar,1,0
28SW,28SW-40-03,25,Pancang,Cangcaratan,6,0
28SW,28SW-40-03,25,Pancang,Kasongket,3,0
28SW,28SW-40-03,25,Pancang,Ki asahan,5,0
28SW,28SW-40-03,25,Pancang,Ki teja,6,0
28SW,28SW-40-03,25,Pancang,Heucit,1,0
28SW,28SW-40-03,25,Pancang,Tuak kalapa,4,0
28SW,28SW-40-03,25,Pancang,Langkap,3,0
28SW,28SW-40-03,25,Pancang,Ki segel,6,0
28SW,28SW-40-03,25,Pancang,Leles,6,0
28SW,28SW-40-03,25,Pancang,Peuris,9,0
28SW,28SW-40-03,100,Tiang,Taritih,1,48
28SW,28SW-40-03,100,Tiang,Padali,1,43
28SW,28SW-40-03,100,Tiang,Heucit,1,32
28SW,28SW-40-03,100,Tiang,Ki jahe,1,50
28SW,28SW-40-03,400,Pohon,Ki mokla,1,70
28SW,28SW-40-03,400,Pohon,Ki mokla,1,112
28SW,28SW-40-03,400,Pohon,Ki sampang,1,63
28SW,28SW-40-03,400,Pohon,Cangcaratan,1,84
28SW,28SW-40-04,4,TB-semai,Bingbin,6,0
28SW,28SW-40-04,4,TB-semai,Tapo,1,0
28SW,28SW-40-04,4,TB-semai,Salak,2,0
28SW,28SW-40-04,4,TB-semai,Ki teja,1,0
28SW,28SW-40-04,4,TB-semai,Kawao,1,0
28SW,28SW-40-04,4,TB-semai,Ki asahan,1,0
28SW,28SW-40-04,4,TB-semai,Peuris,3,0
28SW,28SW-40-04,25,Pancang,Kawao,3,0
28SW,28SW-40-04,25,Pancang,Ki endog,2,0
28SW,28SW-40-04,25,Pancang,Ki asahan,3,0
28SW,28SW-40-04,25,Pancang,Jirak,6,0
28SW,28SW-40-04,25,Pancang,Tuak kalapa,5,0
28SW,28SW-40-04,25,Pancang,Ki tanjung,1,0
28SW,28SW-40-04,25,Pancang,Sulangkar,5,0
28SW,28SW-40-04,25,Pancang,Padali,1,0
28SW,28SW-40-04,25,Pancang,Bingbin,5,0
28SW,28SW-40-04,100,Tiang,Jeungjing,1,43
28SW,28SW-40-04,100,Tiang,Ki sampang,1,36
28SW,28SW-40-04,100,Tiang,Buluh,1,37
28SW,28SW-40-04,100,Tiang,Jirak,1,33
28SW,28SW-40-04,100,Tiang,Jirak,1,45
28SW,28SW-40-04,400,Pohon,Ki sampang,1,83
28SW,28SW-40-04,400,Pohon,Cangcaratan,1,82
28SW,28SW-40-04,400,Pohon,Jengkol,1,85
28SW,28SW-40-04,400,Pohon,Angrit,1,124
28SW,28SW-40-04,400,Pohon,Jengkol,1,61
28SW,28SW-40-04,400,Pohon,Angrit,1,86
28SW,28SW-40-04,400,Pohon,Salam,1,75
28SW,28SW-40-04,400,Pohon,Jirak,1,87
28SW,28SW-40-04,400,Pohon,Taritih,1,110
28SW,28SW-40-04,400,Pohon,Jirak,1,77
28SW,28SW-40-04,400,Pohon,Salam,1,176
28SW,28SW-40-05,4,TB-semai,Ki jahe,4,0
28SW,28SW-40-05,4,TB-semai,Hanam,37,0
28SW,28SW-40-05,4,TB-semai,Salam,5,0
28SW,28SW-40-05,4,TB-semai,Ki barela,1,0
28SW,28SW-40-05,4,TB-semai,Ki teja,3,0
28SW,28SW-40-05,4,TB-semai,Jirak,6,0
28SW,28SW-40-05,4,TB-semai,Carulang,1,0
28SW,28SW-40-05,25,Pancang,Cangcaratan,6,0
28SW,28SW-40-05,25,Pancang,Bingbin,7,0
28SW,28SW-40-05,25,Pancang,Ki asahan,5,0
28SW,28SW-40-05,25,Pancang,Heucit,1,0
28SW,28SW-40-05,25,Pancang,Ki kacang,1,0
28SW,28SW-40-05,25,Pancang,Jirak,6,0
28SW,28SW-40-05,25,Pancang,Lampeni ,2,0
28SW,28SW-40-05,25,Pancang,Ki segel,1,0
28SW,28SW-40-05,25,Pancang,Ki teja,3,0
28SW,28SW-40-05,25,Pancang,Oar,1,0
28SW,28SW-40-05,25,Pancang,Kacapi,1,0
28SW,28SW-40-05,100,Tiang,Ki jahe,1,37
28SW,28SW-40-05,100,Tiang,Jirak,1,38
28SW,28SW-40-05,100,Tiang,Jirak,1,46
28SW,28SW-40-05,100,Tiang,Laban,1,38
28SW,28SW-40-05,100,Tiang,Cangkudu,1,56
28SW,28SW-40-05,100,Tiang,Ki sampang,1,32
28SW,28SW-40-05,400,Pohon,Jengkol,1,78
28SW,28SW-40-05,400,Pohon,Cangkudu,1,72
28SW,28SW-40-05,400,Pohon,Ki sampang,1,76
28SW,28SW-40-05,400,Pohon,Parahrah,1,82
28SW,28SW-40-05,400,Pohon,Ki sampang,1,68
28SW,28SW-40-05,400,Pohon,Jirak,1,84
28SW,28SW-40-05,400,Pohon,Taritih,1,150
28SW,28SW-40-05,400,Pohon,Rengas,1,178
28SW,28SW-40-05,400,Pohon,Cangcaratan,1,63
28SW,28SW-39-01,4,TB-semai,Harendong bulu,31,0
28SW,28SW-39-01,4,TB-semai,Kasongket,4,0
28SW,28SW-39-01,4,TB-semai,Jirak,11,0
28SW,28SW-39-01,4,TB-semai,Tuak kalapa,6,0
28SW,28SW-39-01,4,TB-semai,Ceuri,4,0
28SW,28SW-39-01,4,TB-semai,Bingbin,5,0
28SW,28SW-39-01,25,Pancang,Carulang,9,0
28SW,28SW-39-01,25,Pancang,Ki barela,3,0
28SW,28SW-39-01,25,Pancang,Kuhkuran,1,0
28SW,28SW-39-01,25,Pancang,Lame,2,0
28SW,28SW-39-01,25,Pancang,Ceuri,1,0
28SW,28SW-39-01,25,Pancang,Bingbin,4,0
28SW,28SW-39-01,25,Pancang,Heas,3,0
28SW,28SW-39-01,100,Tiang,Laban,1,60
28SW,28SW-39-01,100,Tiang,Ki tanjung,1,32
28SW,28SW-39-01,100,Tiang,Laban,1,53
28SW,28SW-39-01,100,Tiang,Peuris,1,42
28SW,28SW-39-01,100,Tiang,Cangcaratan,1,51
28SW,28SW-39-01,100,Tiang,Laban,1,55
28SW,28SW-39-01,400,Pohon,Peuris,1,99
28SW,28SW-39-01,400,Pohon,Ki sampang,1,64
28SW,28SW-39-01,400,Pohon,Peuris,1,87
28SW,28SW-39-01,400,Pohon,Peuris,1,67
28SW,28SW-39-01,400,Pohon,Peuris,1,68
28SW,28SW-39-01,400,Pohon,Cangkudu,1,83
28SW,28SW-39-01,400,Pohon,Hanjiat,1,61
28SW,28SW-39-01,400,Pohon,Peuris,1,88
28SW,28SW-39-01,400,Pohon,Laban,1,74
28SW,28SW-39-01,400,Pohon,Laban,1,126
28SW,28SW-39-02,4,TB-semai,Jengkol,1,0
28SW,28SW-39-02,4,TB-semai,Papakuan,3,0
28SW,28SW-39-02,4,TB-semai,Kuhkuran,2,0
28SW,28SW-39-02,4,TB-semai,Ki teja,4,0
28SW,28SW-39-02,4,TB-semai,Heas,1,0
28SW,28SW-39-02,4,TB-semai,Tuak kalapa,1,0
28SW,28SW-39-02,4,TB-semai,Ki jahe,1,0
28SW,28SW-39-02,4,TB-semai,Ki beureum,2,0
28SW,28SW-39-02,25,Pancang,Ki segel,1,0
28SW,28SW-39-02,25,Pancang,Kalapa,2,0
28SW,28SW-39-02,25,Pancang,Bingbin,1,0
28SW,28SW-39-02,25,Pancang,Cangkuang,1,0
28SW,28SW-39-02,25,Pancang,Buluh,1,0
28SW,28SW-39-02,25,Pancang,liana,3,0
28SW,28SW-39-02,25,Pancang,Ki endog,4,0
28SW,28SW-39-02,25,Pancang,Jirak,1,0
28SW,28SW-39-02,25,Pancang,Cangcaratan,4,0
28SW,28SW-39-02,100,Tiang,Ki segel,1,52
28SW,28SW-39-02,100,Tiang,Peuris,1,60
28SW,28SW-39-02,100,Tiang,Cangkudu,1,36
28SW,28SW-39-02,400,Pohon,Ceuri,1,121
28SW,28SW-39-02,400,Pohon,Peuris,1,63
28SW,28SW-39-02,400,Pohon,Ki segel,1,69
28SW,28SW-39-02,400,Pohon,Cangkudu,1,89
28SW,28SW-39-02,400,Pohon,Laban,1,74
28SW,28SW-39-02,400,Pohon,Cangkudu,1,78
28SW,28SW-39-02,400,Pohon,Jengkol,1,71
28SW,28SW-39-02,400,Pohon,Peuris,1,70
28SW,28SW-39-02,400,Pohon,Laban,1,95
28SW,28SW-39-03,4,TB-semai,Ki teja,4,0
28SW,28SW-39-03,4,TB-semai,Harashas,3,0
28SW,28SW-39-03,4,TB-semai,Ki endog,6,0
28SW,28SW-39-03,4,TB-semai,Tuak kalapa,1,0
28SW,28SW-39-03,4,TB-semai,Ki endog,7,0
28SW,28SW-39-03,4,TB-semai,Jirak,2,0
28SW,28SW-39-03,25,Pancang,Bingbin,4,0
28SW,28SW-39-03,25,Pancang,Harashas,6,0
28SW,28SW-39-03,25,Pancang,Heucit,4,0
28SW,28SW-39-03,25,Pancang,Ki endog,2,0
28SW,28SW-39-03,25,Pancang,Ki segel,1,0
28SW,28SW-39-03,25,Pancang,Jajambuan,1,0
28SW,28SW-39-03,25,Pancang,Ki jahe,5,0
28SW,28SW-39-03,25,Pancang,Katulampa,1,0
28SW,28SW-39-03,100,Tiang,Ki jahe,1,58
28SW,28SW-39-03,100,Tiang,Ki jahe,1,30
28SW,28SW-39-03,100,Tiang,Peuris,1,53
28SW,28SW-39-03,100,Tiang,Cangkudu,1,49
28SW,28SW-39-03,100,Tiang,Ki sampang,1,53
28SW,28SW-39-03,100,Tiang,Peuris,1,50
28SW,28SW-39-03,400,Pohon,Ceuri,1,97
28SW,28SW-39-03,400,Pohon,Ki segel,1,67
28SW,28SW-39-03,400,Pohon,Ceuri,1,90
28SW,28SW-39-03,400,Pohon,Ki segel,1,68
28SW,28SW-39-03,400,Pohon,Cangkudu,1,82
28SW,28SW-39-03,400,Pohon,Peuris,1,72
28SW,28SW-39-03,400,Pohon,Jengkol,1,62
28SW,28SW-39-04,4,TB-semai,Bingbin,1,0
28SW,28SW-39-04,4,TB-semai,Ki teja,4,0
28SW,28SW-39-04,4,TB-semai,Bangban,3,0
28SW,28SW-39-04,4,TB-semai,Huni,5,0
28SW,28SW-39-04,4,TB-semai,Ki gadel,1,0
28SW,28SW-39-04,4,TB-semai,Carulang,4,0
28SW,28SW-39-04,4,TB-semai,Garut,3,0
28SW,28SW-39-04,4,TB-semai,Gadung,1,0
28SW,28SW-39-04,25,Pancang,Ipis kulit,2,0
28SW,28SW-39-04,25,Pancang,Ki endog,4,0
28SW,28SW-39-04,25,Pancang,Ki pare,3,0
28SW,28SW-39-04,100,Tiang,Ki segel,1,44
28SW,28SW-39-04,100,Tiang,Cangkudu,1,40
28SW,28SW-39-04,100,Tiang,Laban,1,57
28SW,28SW-39-04,400,Pohon,Cangcaratan,1,259
28SW,28SW-39-04,400,Pohon,Cangkudu,1,65
28SW,28SW-39-04,400,Pohon,Lame,1,66
28SW,28SW-39-04,400,Pohon,Peuris,1,77
28SW,28SW-39-04,400,Pohon,Cangkudu,1,81
28SW,28SW-39-04,400,Pohon,Rengas,1,75
28SW,28SW-39-04,400,Pohon,Ki teja,1,97
28SW,28SW-39-04,400,Pohon,Peuris,1,112
28SW,28SW-39-05,4,TB-semai,Ki teja,6,0
28SW,28SW-39-05,4,TB-semai,Ki endog,4,0
28SW,28SW-39-05,4,TB-semai,Tuak kalapa,3,0
28SW,28SW-39-05,4,TB-semai,Peuris,7,0
28SW,28SW-39-05,4,TB-semai,Bingbin,5,0
28SW,28SW-39-05,4,TB-semai,Ki tulang,2,0
28SW,28SW-39-05,4,TB-semai,Icot badak,1,0
28SW,28SW-39-05,4,TB-semai,Kuhkuran,9,0
28SW,28SW-39-05,4,TB-semai,Canar,1,0
28SW,28SW-39-05,4,TB-semai,Ki laja,1,0
28SW,28SW-39-05,4,TB-semai,Putat,4,0
28SW,28SW-39-05,25,Pancang,Cangkuang,2,0
28SW,28SW-39-05,25,Pancang,Bingbin,4,0
28SW,28SW-39-05,25,Pancang,Heas,7,0
28SW,28SW-39-05,25,Pancang,Ki endog,4,0
28SW,28SW-39-05,25,Pancang,Ki teja,4,0
28SW,28SW-39-05,25,Pancang,Ki segel,5,0
28SW,28SW-39-05,25,Pancang,Cangcaratan,2,0
28SW,28SW-39-05,25,Pancang,Cangkudu,5,0
28SW,28SW-39-05,100,Tiang,Cangkudu,1,44
28SW,28SW-39-05,400,Pohon,Lame,1,180
28SW,28SW-39-05,400,Pohon,Cangkudu,1,94
28SW,28SW-39-05,400,Pohon,Laban,1,92
28SW,28SW-39-05,400,Pohon,Laban,1,86
28SW,28SW-39-05,400,Pohon,Cangkudu,1,61
28SW,28SW-39-05,400,Pohon,Cangkudu,1,69
28SW,28SW-39-05,400,Pohon,Ki teja,1,62
28SW,28SW-35-01,4,TB-semai,Jampang beureum,1,0
28SW,28SW-35-01,4,TB-semai,Hata,2,0
